id,customer_id,ticket_id,channel,message,sentiment,csat_score,timestamp
42,51,288,Email,"Thank you for reaching out, Meera. I've checked it again and everything seems correct this time.",0.791,NULL,"2026-05-08 14:42:57"
43,395,825,Chat,"Hi Sanjay, I've received your feedback about better customer support. We're working on improving that right now.",0.858,NULL,"2026-07-02 10:43:02"
44,395,825,Chat,"Great to hear, Sanjay. We're always looking for ways to enhance our service.",0.804,NULL,"2026-07-02 23:40:07"
45,16,529,Call,"Hello Aarav, I'm sorry to hear about the legacy CRM import failing. Can you provide more details on what happened?",-0.636,NULL,"2026-06-05 21:53:20"
46,16,529,Call,"I'm sorry to hear that, Aarav. We'll look into this right away and get it resolved as soon as possible.",0.907,NULL,"2026-06-19 06:25:59"
47,372,850,Email,"Hello Rohit, I've noticed that you're experiencing issues with SSO login redirects. Can you provide more details on what's happening?",-0.786,NULL,"2026-06-17 11:52:08"
48,372,850,Email,"I'm sorry to hear that, Rohit. We'll investigate this issue and get it resolved as soon as possible.",0.656,NULL,"2026-06-20 03:41:05"
49,81,277,Email,"Hello Akash, I noticed an invoice mismatch after our renewal. Could you please check it out?",-0.014,NULL,"2026-07-01 23:14:46"
50,81,277,Email,"Thank you for reaching out, Akash. I've checked it again and everything seems correct this time.",0.74,NULL,"2026-06-24 14:34:23"
51,102,152,Email,"Dear Aarav Davis,

I hope this message finds you well.

We noticed that your ticket titled 'Interactive Learning Modules Request' has been open for quite some time. We're currently investigating and will get back to you shortly.",0.046,3,"2026-06-16 22:18:43"
52,102,152,Email,"Thank you for reaching out, Aarav. We've been working on resolving this issue and will follow up with you shortly.",0.714,5,"2026-07-04 06:12:50"
53,239,539,Chat,"Hello Aryan Sharma,

I noticed that your ticket titled 'Legacy CRM import failing' has been open for quite some time. We're currently investigating and will get back to you shortly.",0.032,3,"2026-05-19 16:33:17"
54,239,539,Chat,"Thank you for reaching out, Aryan. We've been working on resolving this issue and will follow up with you shortly.",0.805,5,"2026-06-07 12:09:41"
55,249,339,Call,"Hello Arjun Davis,

I noticed that your ticket titled 'SSO login redirects to error page' has been open for quite some time. We're currently investigating and will get back to you shortly.",-0.788,1,"2026-06-20 09:13:12"
56,249,339,Call,"Thank you for reaching out, Arjun. We've been working on resolving this issue and will get back to you shortly.",-0.327,1,"2026-04-15 03:37:06"
57,176,464,Email,"Hello Yash Reddy,

I noticed that your ticket titled 'Yash Reddy: Slow Response Times' has been open for quite some time. We're currently investigating and will get back to you shortly.",-0.66,1,"2026-05-08 04:32:46"
58,176,464,Email,"Thank you for reaching out, Yash. We've been working on resolving this issue and will get back to you shortly.",-0.647,1,"2026-04-24 04:39:19"
59,235,276,Email,"Hello Sneha Chopra,

I noticed that your ticket titled 'SSO login redirects to error page' has been open for quite some time. We're currently investigating and will get back to you shortly.",-0.683,1,"2026-07-02 08:42:23"
60,235,276,Email,"Thank you for reaching out, Sneha. We've been working on resolving this issue and will get back to you shortly.",-0.478,1,"2026-06-29 23:14:31"
61,24,927,Chat,"Hi Zara, I'm facing issues with my SSO login redirecting to an error page.",-0.575,2.5,"2026-06-25 07:06:02"
62,24,927,Email,"Dear Zara, I'm experiencing problems with my SSO login redirecting to an error page.",-0.015,3.2,"2026-06-08 04:04:11"
63,344,804,Call,"Hi Divya, I'm looking for better automation in my FinTech workflows.",0.484,4,"2026-04-10 12:18:21"
64,344,804,Chat,"Hello Divya, I need more automation in my FinTech workflows for better efficiency.",-0.001,3.8,"2026-02-15 18:23:14"
65,301,755,Email,"Hi Akash, I'm not satisfied with the unrealistic expectations in my course.",-0.88,2,"2026-06-14 00:05:23"
66,301,755,Call,"Dear Akash, I feel disappointed with the unrealistic expectations in your course.",-0.487,1.5,"2026-05-28 00:42:31"
67,286,977,Chat,"Hi Sneha, I'm facing issues with Slack alerts not firing properly.",-0.985,2.5,"2026-06-18 07:02:07"
68,286,977,Email,"Hello Sneha, I'm experiencing problems with my Slack alerts not firing as expected.",0.156,3,"2026-06-17 02:52:47"
69,468,133,Call,"Hi Pranav, I need data visualization tools for better data analysis in my project.",0.682,4.5,"2026-07-03 03:15:06"
70,468,133,Email,"Dear Pranav, I'm looking for improved data visualization tools to enhance my project's analysis.",-0.068,NULL,"2026-06-07 22:56:50"
71,62,558,Email,"Hi Jessica, I'm getting an error while importing our legacy CRM system. Any idea what could be wrong?",-0.594,NULL,"2026-06-19 08:32:00"
72,62,558,Email,"I'm sorry to hear that. Can you please share more details about the error? It would help us fix it faster.",0.029,NULL,"2026-06-23 12:12:20"
73,113,285,Chat,"Hi Nisha, I'm facing issues with the financial planning tools. Can you help me out?",-0.917,NULL,"2026-06-21 09:07:54"
74,113,285,Chat,"I'm sorry to hear that. Let's look into it together and find a solution.",0.164,NULL,"2026-06-04 19:06:37"
75,94,183,Email,"Hi Chirag, I need more advanced analytics tools to improve our data analysis. Can you assist?",-0.914,NULL,"2026-06-23 21:57:37"
76,94,183,Email,"I'm sorry to hear that. Let's explore your needs and find the right tools for you.",0.071,NULL,"2026-06-12 18:22:38"
77,114,978,Call,"Hi Vishal, I'm experiencing issues with SSO login. It keeps redirecting to an error page.",-0.748,NULL,"2026-06-22 08:35:03"
78,114,978,Call,"I'm sorry to hear that. Let's check the login settings and see if we can resolve it.",0.163,NULL,"2026-06-20 03:44:22"
79,348,608,Email,"Hi Zara, I noticed an invoice mismatch after the renewal. Can you help me resolve this?",-0.874,NULL,"2026-06-23 16:20:48"
80,348,608,Email,"I'm sorry to hear that. Let's look into the mismatch and ensure everything is correct.",0.072,NULL,"2026-06-15 14:45:37"
81,150,531,Chat,"Hi David, I noticed your Analytics Request for EdTech Workflow has been open for quite some time now.",0.127,NULL,"2026-03-03 10:26:36"
82,150,531,Email,"Hi David, I noticed your Analytics Request for EdTech Workflow has been open for quite some time now.",-0.053,NULL,"2026-06-15 22:33:36"
83,147,140,Call,"Hello Kavya, I noticed your Dashboard timeout on analytics export has been an issue for a while.",-0.665,NULL,"2026-04-15 20:18:16"
84,147,140,Chat,"Hello Kavya, I noticed your Dashboard timeout on analytics export has been an issue for a while.",-0.799,NULL,"2026-03-04 22:05:01"
85,19,484,Email,"Hi Sneha, I noticed your Detailed Health Reports Needed has been an issue for a while.",0.168,NULL,"2026-06-15 15:42:35"
86,19,484,Call,"Hi Sneha, I noticed your Detailed Health Reports Needed has been an issue for a while.",0.044,NULL,"2026-06-22 01:33:40"
87,367,700,Email,"Hi Ishaan, I noticed your Slack alerts not firing has been an issue for a while.",-0.075,NULL,"2026-06-27 23:27:44"
88,367,700,Chat,"Hi Ishaan, I noticed your Slack alerts not firing has been an issue for a while.",-0.014,NULL,"2026-06-12 04:55:44"
89,385,574,Email,"Hi Amanda, I noticed your Frequent Updates Needed for Product Improvements has been an issue for a while.",0.155,NULL,"2026-06-20 08:37:58"
90,385,574,Call,"Hi Amanda, I noticed your Frequent Updates Needed for Product Improvements has been an issue for a while.",-0.085,NULL,"2026-06-30 04:22:30"
91,355,90,Chat,"Tanvi Johnson, I'm experiencing issues with Slack alerts not firing. Could you please check this for me?",-0.787,NULL,"2026-05-12 22:09:21"
92,355,90,Email,"Dear Tanvi, I'm having trouble with Slack alerts not firing. Could you please look into this for me?",-0.811,NULL,"2026-02-25 20:32:20"
93,3,430,Chat,"Michael Chakraborty, I'm facing a dashboard timeout issue while exporting analytics. Can you assist with this?",-0.77,NULL,"2026-07-05 01:50:38"
94,3,430,Email,"Hi Michael, I'm experiencing a dashboard timeout issue while exporting analytics. Could you help with this?",-0.732,NULL,"2026-07-03 12:59:57"
95,301,760,Chat,"Akash Khan, I'm encountering issues with Slack alerts not firing. Could you please check this for me?",-0.785,NULL,"2026-06-15 06:54:01"
96,301,760,Email,"Hi Akash, I'm having issues with Slack alerts not firing. Could you please check this for me?",-0.823,NULL,"2026-07-04 06:30:36"
97,167,731,Chat,"Sneha Ghosh, I need advanced security measures for CloudMind Systems. Could you please assist with this?",-0.704,NULL,"2026-05-23 00:58:47"
98,167,731,Email,"Hi Sneha, I need advanced security measures for CloudMind Systems. Could you please assist with this?",-0.578,NULL,"2026-06-13 02:21:56"
99,437,508,Chat,"Ananya Mukherjee, I'm facing issues with the legacy CRM import failing. Could you please check this for me?",-0.734,NULL,"2026-06-26 04:17:15"
100,437,508,Email,"Hi Ananya, I'm facing issues with the legacy CRM import failing. Could you please check this for me?",-0.643,NULL,"2026-07-04 02:32:24"
101,444,741,Chat,"Hi Zara, I'm reaching out because I need more financial education resources.",0.123,3.5,"2026-06-14 14:35:17"
102,444,741,Email,"Hi Zara, I'm reaching out because I need more financial education resources.",0.163,3.5,"2026-05-24 14:21:32"
103,176,469,Call,"Hello Yash, I'm experiencing issues with my SSO login redirecting to an error page.",-0.62,2.5,"2026-05-04 02:02:42"
104,176,469,Email,"Hello Yash, I'm experiencing issues with my SSO login redirecting to an error page.",-0.87,2.5,"2026-05-25 14:25:36"
105,313,499,Chat,"Hi Sneha, I'm encountering issues with the legacy CRM import process.",-0.129,3.5,"2026-07-05 08:23:51"
106,313,499,Email,"Hi Sneha, I'm encountering issues with the legacy CRM import process.",-0.039,3.5,"2026-07-03 18:06:17"
107,284,350,Call,"Hello David, I'm experiencing issues with my SSO login redirecting to an error page.",-0.829,2.5,"2026-06-09 17:37:35"
108,284,350,Email,"Hello David, I'm experiencing issues with my SSO login redirecting to an error page.",-0.562,2.5,"2026-06-14 08:00:20"
109,441,767,Chat,"Hi Ishaan, I'm experiencing issues with Slack alerts not firing.",0.214,3.5,"2026-07-01 06:24:01"
110,441,767,Email,"Hi Ishaan, I'm experiencing issues with Slack alerts not firing.",0.164,3.5,"2026-07-01 05:16:23"
111,234,522,Call,"Mr. Sanjay Davis, I noticed that your ticket titled 'Needs better reporting for Healthcare workflows' has been open for quite some time now.",-0.599,3,"2026-06-23 01:59:15"
112,234,522,Email,"Dear Mr. Sanjay Davis, I hope this email finds you well. Your ticket titled 'Needs better reporting for Healthcare workflows' has been open for over a month now.",-0.755,3,"2026-06-21 03:45:20"
113,64,264,Call,"Ms. Pooja Mishra, I understand your request for 'Advanced Features Access Request' has been pending for quite some time.",0.04,5,"2026-06-18 02:59:05"
114,64,264,Email,"Hello Ms. Pooja Mishra, I hope this email finds you well. Your request for 'Advanced Features Access Request' has been pending for over a month now.",-0.105,5,"2026-06-19 02:11:03"
115,481,215,Call,"Mr. Arjun Ghosh, I noticed your ticket titled 'Better Analytics for AI/ML SaaS Workflows' has been open for quite some time now.",-0.671,3,"2026-01-16 07:27:13"
116,481,215,Email,"Dear Mr. Arjun Ghosh, I hope this email finds you well. Your ticket titled 'Better Analytics for AI/ML SaaS Workflows' has been open for over a month now.",-0.902,3,"2026-05-03 08:57:26"
117,168,390,Call,"Mr. Arjun Ghosh, I understand your request for 'Arjun Ghosh' has been pending for quite some time.",0.125,5,"2026-05-09 09:12:38"
118,168,390,Email,"Hello Mr. Arjun Ghosh, I hope this email finds you well. Your request for 'Arjun Ghosh' has been pending for over a month now.",-0.116,5,"2026-02-13 15:40:51"
119,423,613,Call,"Ms. Divya Kumar, I noticed your ticket titled 'Better Customer Support Needed' has been open for quite some time now.",-0.799,3,"2026-05-10 08:25:14"
120,423,613,Email,"Dear Ms. Divya Kumar, I hope this email finds you well. Your ticket titled 'Better Customer Support Needed' has been open for over a month now.",-0.627,3,"2026-04-25 20:32:18"
121,457,560,Email,"Dear Sir/Madam,

I am writing to report an issue with my SSO login on your system. Whenever I try to log in, it redirects me to the error page.

Could you please assist me in resolving this? Thank you.",-0.619,1,"2026-06-20 06:27:05"
122,457,560,Chat,"Hello, I'm facing issues with my SSO login. Whenever I try to log in, it redirects me to the error page.",-0.606,1,"2026-06-21 13:20:48"
123,364,727,Email,"Dear Sir/Madam,

I am writing to report an issue with my dashboard on the analytics export. I keep getting a timeout error when trying to access it.",-0.663,1,"2026-06-26 03:23:17"
124,364,727,Chat,"Hello, my dashboard on the analytics export is timing out. Could you please help me with this?",-0.999,1,"2026-07-02 23:11:15"
125,52,92,Email,"Dear Sir/Madam,

I am writing to report an issue regarding improved data privacy. I believe my personal information is not being handled as securely as it should be.",-0.912,1,"2026-06-20 18:59:55"
126,52,92,Chat,"Hello, I'm facing issues with improved data privacy. Could you please help me with this?",-0.984,1,"2026-06-27 16:02:45"
127,266,222,Email,"Dear Sir/Madam,

I am writing to report an issue regarding better analytics for EdTech workflows. I believe the current system is not providing accurate insights.",-0.639,1,"2026-02-05 03:22:05"
128,266,222,Chat,"Hello, my better analytics for EdTech workflows are not providing accurate insights. Could you please help me with this?",-0.68,1,"2026-04-07 05:56:41"
129,458,687,Email,"Dear Sir/Madam,

I am writing to report an issue with my legacy CRM import failing. I keep encountering errors while trying to integrate it into our system.",-0.993,1,"2026-06-22 13:20:09"
130,458,687,Chat,"Hello, my legacy CRM import is failing. Could you please help me with this?",-0.812,1,"2026-07-01 19:04:00"
131,227,552,Call,"Hi Robert, I noticed you have an inactive ticket for 'Need more efficient software updates'. Could you please provide some details on what's been happening?",-0.626,NULL,"2026-06-25 01:54:02"
132,465,737,Email,"John, I hope this email finds you well. We're experiencing issues with the legacy CRM import process. Could you please share more details on how we can resolve this?",0.233,NULL,"2026-06-28 23:28:25"
133,315,31,Chat,"Pranav, I noticed your ticket 'High shipping fees issue' is still open. Have you had any updates on this? We're here to help.",-0.891,NULL,"2026-06-06 00:14:01"
134,78,103,Email,"Pranav, we've been working on improving the integration with your existing systems. We're looking into it and will get back to you soon.",-0.029,NULL,"2026-06-18 13:31:39"
135,213,832,Call,"Pranav, I noticed your ticket 'Better Reporting for AI/ML SaaS Workflows' is still open. Have you had any updates on this? We're here to help.",-0.964,NULL,"2026-01-11 16:38:25"
136,227,552,Call,"Thanks for flagging 'Need more efficient software updates'. We'll keep you posted as we dig in.",0.024,3.8,"2026-06-07 21:19:15"
137,465,737,Chat,"Got it - opening an investigation into 'Legacy CRM import failing' for CuraHealth Systems right away.",0.134,3.6,"2026-07-05 05:34:30"
138,315,31,Chat,"Thanks for flagging 'High shipping fees issue'. We'll keep you posted as we dig in.",0.021,2.9,"2026-06-18 18:22:37"
139,78,103,Call,"Thanks for reaching out about 'Need better integration with existing systems' - we've logged this and are looking into it now.",-0.081,3.9,"2026-06-25 21:27:24"
140,213,832,Chat,"Thanks for flagging 'Better Reporting for AI/ML SaaS Workflows'. We'll keep you posted as we dig in.",0.123,3.3,"2026-05-29 02:15:08"
141,23,708,Chat,"Hi Nisha, I noticed you're experiencing issues with your SSO login redirecting to an error page.",0.184,NULL,"2026-07-02 18:57:56"
142,23,708,Email,"Hi Nisha, I've noticed you're having trouble with your SSO login. Let me check it out.",0.192,NULL,"2026-07-04 20:47:14"
143,335,149,Chat,"Hi Riya, I see you're experiencing issues with Slack alerts not firing.",0.082,NULL,"2026-06-29 06:24:22"
144,335,149,Email,"Hi Riya, I've noticed you're having trouble with Slack alerts not firing. Let me check it out.",0.021,NULL,"2026-06-16 03:55:32"
145,27,455,Chat,"Hi Ishaan, I see you're experiencing limited product variety for your e-commerce needs.",0.074,NULL,"2026-06-01 22:45:33"
146,27,455,Email,"Hi Ishaan, I've noticed you're having limited product variety for your e-commerce needs. Let me check it out.",0.055,NULL,"2026-04-16 06:38:03"
147,438,369,Chat,"Hi Yash, I see you're experiencing issues with the legacy CRM import failing.",0.013,NULL,"2026-07-04 18:22:14"
148,438,369,Email,"Hi Yash, I've noticed you're having issues with the legacy CRM import failing. Let me check it out.",-0.139,NULL,"2026-07-04 19:17:35"
149,452,260,Chat,"Hi Zara, I see you're experiencing issues with Slack alerts not firing.",-0.003,NULL,"2026-06-24 03:00:23"
150,452,260,Email,"Hi Zara, I've noticed you're having issues with Slack alerts not firing. Let me check it out.",0.175,NULL,"2026-06-07 11:46:09"
151,114,973,Chat,"Hi Vishal, I'm reaching out because I need more accurate financial advice. It's been a while since my last session.",0.043,NULL,"2026-07-05 14:09:53"
152,114,973,Email,"Hi Vishal, I'm reaching out because I need more accurate financial advice. It's been a while since my last session.",0.102,NULL,"2026-06-29 03:41:46"
153,446,633,Call,"Hi Ananya, I'm reaching out because I need financial education resources for my role as a Financial Analyst. It's been a while since our last session.",0.22,NULL,"2026-06-18 15:37:08"
154,446,633,Chat,"Hi Ananya, I'm reaching out because I need financial education resources for my role as a Financial Analyst. It's been a while since our last session.",0.011,NULL,"2026-05-27 17:06:57"
155,163,541,Email,"Hi Meera, I'm reaching out because I need efficient debugging tools for my work. It's been a while since our last session.",-0.095,NULL,"2026-06-21 13:09:07"
156,163,541,Call,"Hi Meera, I'm reaching out because I need efficient debugging tools for my work. It's been a while since our last session.",0.048,NULL,"2026-06-23 06:51:52"
157,149,801,Email,"Hi Ashley, I'm reaching out because of an integration issue with EdTech workflows. It's been a while since our last session.",-0.107,NULL,"2026-02-28 00:07:33"
158,149,801,Chat,"Hi Ashley, I'm reaching out because of an integration issue with EdTech workflows. It's been a while since our last session.",0.186,NULL,"2026-06-01 20:12:17"
159,38,3,Email,"Hi Riya, I'm reaching out because of integration issues with RetailGenius's e-commerce workflows. It's been a while since our last session.",-0.041,NULL,"2026-01-16 11:36:24"
160,38,3,Call,"Hi Riya, I'm reaching out because of integration issues with RetailGenius's e-commerce workflows. It's been a while since our last session.",0.148,NULL,"2026-02-06 14:54:57"
161,384,146,Chat,"Hello Ashley, I noticed that your invoice for the renewal has mismatched details. Could you please check if everything is correct?",0.17,3,"2026-07-05 10:56:24"
162,384,146,Email,"Dear Ashley, I hope this email finds you well. We noticed that your invoice for the renewal has mismatched details. Could you please verify and let us know if everything is correct?",0.233,3,"2026-07-05 14:46:57"
163,163,546,Call,"Hello Meera, I'm sorry to hear that your Slack alerts are not firing. Could you please provide more details on what's happening?",0.089,3,"2026-06-30 07:05:10"
164,163,546,Chat,"Hello Meera, I'm sorry to hear that your Slack alerts are not firing. Could you please provide more details on what's happening?",-0.079,3,"2026-07-04 21:33:04"
165,304,322,Email,"Hello Ananya, I'm sorry to hear that your data analysis tools are unreliable. Could you please share more details on what's happening?",0.191,3,"2026-06-21 20:51:12"
166,304,322,Call,"Hello Ananya, I'm sorry to hear that your data analysis tools are unreliable. Could you please share more details on what's happening?",-0.119,3,"2026-06-22 02:52:30"
167,126,800,Email,"Hello John, I'm sorry to hear that your legacy CRM import is failing. Could you please provide more details on what's happening?",0.181,3,"2026-07-04 14:01:37"
168,126,800,Chat,"Hello John, I'm sorry to hear that your legacy CRM import is failing. Could you please provide more details on what's happening?",-0.124,3,"2026-06-16 21:50:39"
169,220,813,Email,"Hello Robert, I'm sorry to hear that your software updates are not efficient. Could you please share more details on what's happening?",-0.014,3,"2026-06-14 17:10:25"
170,220,813,Call,"Hello Robert, I'm sorry to hear that your software updates are not efficient. Could you please share more details on what's happening?",0.032,3,"2026-06-27 12:41:14"
171,293,500,Email,"Hi Gaurav, I noticed your dashboard is timing out when trying to export analytics. Could you please check if there are any recent changes or updates that might be causing this issue?",0.126,3,"2026-07-01 09:29:48"
172,293,500,Email,"I'm sorry to hear about the timeout. Let me take a look at it for you right away, Gaurav.",0.556,5,"2026-06-25 03:34:42"
173,266,227,Chat,"Hi Vikram, I've been looking into your CRM import issue and found a few potential causes. It seems there might be an outdated version of the software causing compatibility issues.",0.175,4,"2026-06-06 23:52:50"
174,266,227,Chat,"Thank you for reaching out, Vikram. I've resolved the issue and now your CRM import is working perfectly again.",0.73,5,"2026-07-02 05:03:01"
175,401,937,Email,"Hi Nisha, I've noticed an invoice mismatch after your renewal. Could you please provide more details on the specific invoices involved and when they occurred?",-0.045,3,"2026-06-18 07:43:04"
176,401,937,Email,"I'm sorry to hear about the mismatch. Let me investigate further and get back to you with a solution.",-0.112,3,"2026-05-23 16:04:46"
177,274,32,Call,"Hi Nisha, I've reviewed your cloud security feature request and found that it's currently not supported. However, we can work on adding this in our next release.",-0.65,2,"2026-06-13 01:52:06"
178,274,32,Call,"I'm sorry to hear that, Nisha. We'll definitely look into adding this feature in our next release and make sure it's prioritized for the upcoming update.",-0.665,2,"2026-06-28 03:51:38"
179,375,380,Email,"Hi Nisha, I've noticed an invoice mismatch after your renewal. Could you please provide more details on the specific invoices involved and when they occurred?",0.091,3,"2026-07-02 10:38:07"
180,375,380,Email,"I'm sorry to hear about the mismatch. Let me investigate further and get back to you with a solution.",0.193,3,"2026-06-23 18:26:49"
181,243,30,Email,"Dear Arjun Mishra,

I noticed an invoice mismatch after renewing my subscription with BioSync Healthcare.
Please let me know if you need any further information.",0.038,3,"2026-05-25 01:03:38"
182,243,30,Email,"Thank you for reaching out, Arjun. I've reviewed the invoice and it seems there was a mistake in processing your renewal.
I'll correct this right away to ensure everything is accurate moving forward.",0.686,5,"2026-06-06 04:44:38"
183,309,763,Chat,"Hello John Johnson,

I received your request for limited product variety. We understand the importance of having a wide selection.
Let's explore options that could better meet your needs.",-0.111,2,"2026-06-28 08:32:21"
184,309,763,Chat,"Thank you for reaching out, John. I've reviewed your request and we can offer a more comprehensive selection that includes what you need.
Let's discuss the details to ensure it meets all of your requirements.",0.701,4,"2026-06-14 04:02:16"
185,154,571,Call,"Good afternoon, Meera Nair,

I received your request for analytics on EdTech workflows. We understand the importance of data-driven insights in improving our services.
Let's schedule a call to discuss this further.",0.014,2,"2026-02-04 04:50:09"
186,154,571,Call,"Thank you for reaching out, Meera. I've reviewed your request and we can provide detailed analytics that will help improve our EdTech offerings.
Let's schedule a call to discuss the specifics.",0.936,4,"2026-06-14 22:01:06"
187,276,265,Email,"Dear Lakshmi Reddy,

I received your request for e-commerce tools. We understand the importance of a seamless shopping experience.
Let's explore options that can enhance your current setup.",-0.029,3,"2026-06-10 23:24:38"
